Mod:Item:MetaData, Localized Name
blockarmor:bee_combs_0_3_leggings, item.bee_combs_0_3_leggings.name
blockarmor:bee_combs_0_3_boots, item.bee_combs_0_3_boots.name
blockarmor:bee_combs_0_4_helmet, item.bee_combs_0_4_helmet.name
blockarmor:bee_combs_0_4_chestplate, item.bee_combs_0_4_chestplate.name
blockarmor:bee_combs_0_4_leggings, item.bee_combs_0_4_leggings.name
blockarmor:bee_combs_0_4_boots, item.bee_combs_0_4_boots.name
blockarmor:bee_combs_0_5_helmet, item.bee_combs_0_5_helmet.name
blockarmor:bee_combs_0_5_chestplate, item.bee_combs_0_5_chestplate.name
blockarmor:bee_combs_0_5_leggings, item.bee_combs_0_5_leggings.name
blockarmor:bee_combs_0_5_boots, item.bee_combs_0_5_boots.name
blockarmor:bee_combs_0_6_helmet, item.bee_combs_0_6_helmet.name
blockarmor:bee_combs_0_6_chestplate, item.bee_combs_0_6_chestplate.name
blockarmor:bee_combs_0_6_leggings, item.bee_combs_0_6_leggings.name
blockarmor:bee_combs_0_6_boots, item.bee_combs_0_6_boots.name
blockarmor:bee_combs_0_7_helmet, item.bee_combs_0_7_helmet.name
blockarmor:bee_combs_0_7_chestplate, item.bee_combs_0_7_chestplate.name
blockarmor:bee_combs_0_7_leggings, item.bee_combs_0_7_leggings.name
blockarmor:bee_combs_0_7_boots, item.bee_combs_0_7_boots.name
blockarmor:bee_combs_0_8_helmet, item.bee_combs_0_8_helmet.name
blockarmor:bee_combs_0_8_chestplate, item.bee_combs_0_8_chestplate.name
blockarmor:bee_combs_0_8_leggings, item.bee_combs_0_8_leggings.name
blockarmor:bee_combs_0_8_boots, item.bee_combs_0_8_boots.name
blockarmor:bee_combs_0_9_helmet, item.bee_combs_0_9_helmet.name
blockarmor:bee_combs_0_9_chestplate, item.bee_combs_0_9_chestplate.name
blockarmor:bee_combs_0_9_leggings, item.bee_combs_0_9_leggings.name
blockarmor:bee_combs_0_9_boots, item.bee_combs_0_9_boots.name
blockarmor:bee_combs_0_10_helmet, item.bee_combs_0_10_helmet.name
blockarmor:bee_combs_0_10_chestplate, item.bee_combs_0_10_chestplate.name
blockarmor:bee_combs_0_10_leggings, item.bee_combs_0_10_leggings.name
blockarmor:bee_combs_0_10_boots, item.bee_combs_0_10_boots.name
blockarmor:bee_combs_0_11_helmet, item.bee_combs_0_11_helmet.name
blockarmor:bee_combs_0_11_chestplate, item.bee_combs_0_11_chestplate.name
blockarmor:bee_combs_0_11_leggings, item.bee_combs_0_11_leggings.name
blockarmor:bee_combs_0_11_boots, item.bee_combs_0_11_boots.name
blockarmor:bee_combs_0_12_helmet, item.bee_combs_0_12_helmet.name
blockarmor:bee_combs_0_12_chestplate, item.bee_combs_0_12_chestplate.name
blockarmor:bee_combs_0_12_leggings, item.bee_combs_0_12_leggings.name
blockarmor:bee_combs_0_12_boots, item.bee_combs_0_12_boots.name
blockarmor:bee_combs_0_13_helmet, item.bee_combs_0_13_helmet.name
blockarmor:bee_combs_0_13_chestplate, item.bee_combs_0_13_chestplate.name
blockarmor:bee_combs_0_13_leggings, item.bee_combs_0_13_leggings.name
blockarmor:bee_combs_0_13_boots, item.bee_combs_0_13_boots.name
blockarmor:bee_combs_0_14_helmet, item.bee_combs_0_14_helmet.name
blockarmor:bee_combs_0_14_chestplate, item.bee_combs_0_14_chestplate.name
blockarmor:bee_combs_0_14_leggings, item.bee_combs_0_14_leggings.name
blockarmor:bee_combs_0_14_boots, item.bee_combs_0_14_boots.name
blockarmor:bee_combs_0_15_helmet, item.bee_combs_0_15_helmet.name
blockarmor:bee_combs_0_15_chestplate, item.bee_combs_0_15_chestplate.name
blockarmor:bee_combs_0_15_leggings, item.bee_combs_0_15_leggings.name
blockarmor:bee_combs_0_15_boots, item.bee_combs_0_15_boots.name
blockarmor:bee_combs_1_0_helmet, item.bee_combs_1_0_helmet.name
blockarmor:bee_combs_1_0_chestplate, item.bee_combs_1_0_chestplate.name
blockarmor:bee_combs_1_0_leggings, item.bee_combs_1_0_leggings.name
blockarmor:bee_combs_1_0_boots, item.bee_combs_1_0_boots.name
blockarmor:logs.7_1_helmet, item.logs.7_1_helmet.name
blockarmor:logs.7_1_chestplate, item.logs.7_1_chestplate.name
blockarmor:logs.7_1_leggings, item.logs.7_1_leggings.name
blockarmor:logs.7_1_boots, item.logs.7_1_boots.name
blockarmor:logs.7_2_helmet, item.logs.7_2_helmet.name
blockarmor:logs.7_2_chestplate, item.logs.7_2_chestplate.name
blockarmor:logs.7_2_leggings, item.logs.7_2_leggings.name
blockarmor:logs.7_2_boots, item.logs.7_2_boots.name
blockarmor:logs.7_3_helmet, item.logs.7_3_helmet.name
blockarmor:logs.7_3_chestplate, item.logs.7_3_chestplate.name
blockarmor:logs.7_3_leggings, item.logs.7_3_leggings.name
blockarmor:logs.7_3_boots, item.logs.7_3_boots.name
blockarmor:logs.8_0_helmet, item.logs.8_0_helmet.name
blockarmor:logs.8_0_chestplate, item.logs.8_0_chestplate.name
blockarmor:logs.8_0_leggings, item.logs.8_0_leggings.name
blockarmor:logs.8_0_boots, item.logs.8_0_boots.name
blockarmor:logs.8_1_helmet, item.logs.8_1_helmet.name
blockarmor:logs.8_1_chestplate, item.logs.8_1_chestplate.name
blockarmor:logs.8_1_leggings, item.logs.8_1_leggings.name
blockarmor:logs.8_1_boots, item.logs.8_1_boots.name
blockarmor:logs.8_2_helmet, item.logs.8_2_helmet.name
blockarmor:logs.8_2_chestplate, item.logs.8_2_chestplate.name
blockarmor:logs.8_2_leggings, item.logs.8_2_leggings.name
blockarmor:logs.8_2_boots, item.logs.8_2_boots.name
blockarmor:logs.8_3_helmet, item.logs.8_3_helmet.name
blockarmor:logs.8_3_chestplate, item.logs.8_3_chestplate.name
blockarmor:logs.8_3_leggings, item.logs.8_3_leggings.name
blockarmor:logs.8_3_boots, item.logs.8_3_boots.name
blockarmor:logs.9_3_helmet, item.logs.9_3_helmet.name
blockarmor:logs.9_3_chestplate, item.logs.9_3_chestplate.name
blockarmor:logs.9_3_leggings, item.logs.9_3_leggings.name
blockarmor:logs.9_3_boots, item.logs.9_3_boots.name
blockarmor:logs.fireproof.7_1_helmet, item.logs.fireproof.7_1_helmet.name
blockarmor:logs.fireproof.7_1_chestplate, item.logs.fireproof.7_1_chestplate.name
blockarmor:logs.fireproof.7_1_leggings, item.logs.fireproof.7_1_leggings.name
blockarmor:logs.fireproof.7_1_boots, item.logs.fireproof.7_1_boots.name
blockarmor:logs.fireproof.7_2_helmet, item.logs.fireproof.7_2_helmet.name
blockarmor:logs.fireproof.7_2_chestplate, item.logs.fireproof.7_2_chestplate.name
blockarmor:logs.fireproof.7_2_leggings, item.logs.fireproof.7_2_leggings.name
blockarmor:logs.fireproof.7_2_boots, item.logs.fireproof.7_2_boots.name
blockarmor:logs.fireproof.7_3_helmet, item.logs.fireproof.7_3_helmet.name
blockarmor:logs.fireproof.7_3_chestplate, item.logs.fireproof.7_3_chestplate.name
blockarmor:logs.fireproof.7_3_leggings, item.logs.fireproof.7_3_leggings.name
blockarmor:logs.fireproof.7_3_boots, item.logs.fireproof.7_3_boots.name
blockarmor:logs.fireproof.8_0_helmet, item.logs.fireproof.8_0_helmet.name
blockarmor:logs.fireproof.8_0_chestplate, item.logs.fireproof.8_0_chestplate.name
blockarmor:logs.fireproof.8_0_leggings, item.logs.fireproof.8_0_leggings.name
blockarmor:logs.fireproof.8_0_boots, item.logs.fireproof.8_0_boots.name
blockarmor:logs.fireproof.8_1_helmet, item.logs.fireproof.8_1_helmet.name
blockarmor:logs.fireproof.8_1_chestplate, item.logs.fireproof.8_1_chestplate.name
blockarmor:logs.fireproof.8_1_leggings, item.logs.fireproof.8_1_leggings.name
blockarmor:logs.fireproof.8_1_boots, item.logs.fireproof.8_1_boots.name
blockarmor:logs.fireproof.8_2_helmet, item.logs.fireproof.8_2_helmet.name
blockarmor:logs.fireproof.8_2_chestplate, item.logs.fireproof.8_2_chestplate.name
blockarmor:logs.fireproof.8_2_leggings, item.logs.fireproof.8_2_leggings.name
blockarmor:logs.fireproof.8_2_boots, item.logs.fireproof.8_2_boots.name
blockarmor:logs.fireproof.8_3_helmet, item.logs.fireproof.8_3_helmet.name
blockarmor:logs.fireproof.8_3_chestplate, item.logs.fireproof.8_3_chestplate.name
blockarmor:logs.fireproof.8_3_leggings, item.logs.fireproof.8_3_leggings.name
blockarmor:logs.fireproof.8_3_boots, item.logs.fireproof.8_3_boots.name
blockarmor:logs.fireproof.9_3_helmet, item.logs.fireproof.9_3_helmet.name
blockarmor:logs.fireproof.9_3_chestplate, item.logs.fireproof.9_3_chestplate.name
blockarmor:logs.fireproof.9_3_leggings, item.logs.fireproof.9_3_leggings.name
blockarmor:logs.fireproof.9_3_boots, item.logs.fireproof.9_3_boots.name
blockarmor:planks.1_13_helmet, item.planks.1_13_helmet.name
blockarmor:planks.1_13_chestplate, item.planks.1_13_chestplate.name
blockarmor:planks.1_13_leggings, item.planks.1_13_leggings.name
blockarmor:planks.1_13_boots, item.planks.1_13_boots.name
blockarmor:planks.1_14_helmet, item.planks.1_14_helmet.name
blockarmor:planks.1_14_chestplate, item.planks.1_14_chestplate.name
blockarmor:planks.1_14_leggings, item.planks.1_14_leggings.name
blockarmor:planks.1_14_boots, item.planks.1_14_boots.name
blockarmor:planks.1_15_helmet, item.planks.1_15_helmet.name
blockarmor:planks.1_15_chestplate, item.planks.1_15_chestplate.name
blockarmor:planks.1_15_leggings, item.planks.1_15_leggings.name
blockarmor:planks.1_15_boots, item.planks.1_15_boots.name
blockarmor:planks.2_0_helmet, item.planks.2_0_helmet.name
blockarmor:planks.2_0_chestplate, item.planks.2_0_chestplate.name
blockarmor:planks.2_0_leggings, item.planks.2_0_leggings.name
blockarmor:planks.2_0_boots, item.planks.2_0_boots.name
blockarmor:planks.2_1_helmet, item.planks.2_1_helmet.name
blockarmor:planks.2_1_chestplate, item.planks.2_1_chestplate.name
blockarmor:planks.2_1_leggings, item.planks.2_1_leggings.name
blockarmor:planks.2_1_boots, item.planks.2_1_boots.name
blockarmor:planks.2_2_helmet, item.planks.2_2_helmet.name
blockarmor:planks.2_2_chestplate, item.planks.2_2_chestplate.name
blockarmor:planks.2_2_leggings, item.planks.2_2_leggings.name
blockarmor:planks.2_2_boots, item.planks.2_2_boots.name
blockarmor:planks.2_3_helmet, item.planks.2_3_helmet.name
blockarmor:planks.2_3_chestplate, item.planks.2_3_chestplate.name
blockarmor:planks.2_3_leggings, item.planks.2_3_leggings.name
blockarmor:planks.2_3_boots, item.planks.2_3_boots.name
blockarmor:planks.fireproof.1_13_helmet, item.planks.fireproof.1_13_helmet.name
blockarmor:planks.fireproof.1_13_chestplate, item.planks.fireproof.1_13_chestplate.name
blockarmor:planks.fireproof.1_13_leggings, item.planks.fireproof.1_13_leggings.name
blockarmor:planks.fireproof.1_13_boots, item.planks.fireproof.1_13_boots.name
blockarmor:planks.fireproof.1_14_helmet, item.planks.fireproof.1_14_helmet.name
blockarmor:planks.fireproof.1_14_chestplate, item.planks.fireproof.1_14_chestplate.name
blockarmor:planks.fireproof.1_14_leggings, item.planks.fireproof.1_14_leggings.name
blockarmor:planks.fireproof.1_14_boots, item.planks.fireproof.1_14_boots.name
blockarmor:planks.fireproof.1_15_helmet, item.planks.fireproof.1_15_helmet.name
blockarmor:planks.fireproof.1_15_chestplate, item.planks.fireproof.1_15_chestplate.name
blockarmor:planks.fireproof.1_15_leggings, item.planks.fireproof.1_15_leggings.name
blockarmor:planks.fireproof.1_15_boots, item.planks.fireproof.1_15_boots.name
blockarmor:planks.fireproof.2_0_helmet, item.planks.fireproof.2_0_helmet.name
blockarmor:planks.fireproof.2_0_chestplate, item.planks.fireproof.2_0_chestplate.name
blockarmor:planks.fireproof.2_0_leggings, item.planks.fireproof.2_0_leggings.name
blockarmor:planks.fireproof.2_0_boots, item.planks.fireproof.2_0_boots.name
blockarmor:planks.fireproof.2_1_helmet, item.planks.fireproof.2_1_helmet.name
blockarmor:planks.fireproof.2_1_chestplate, item.planks.fireproof.2_1_chestplate.name
blockarmor:planks.fireproof.2_1_leggings, item.planks.fireproof.2_1_leggings.name
blockarmor:planks.fireproof.2_1_boots, item.planks.fireproof.2_1_boots.name
blockarmor:planks.fireproof.2_2_helmet, item.planks.fireproof.2_2_helmet.name
blockarmor:planks.fireproof.2_2_chestplate, item.planks.fireproof.2_2_chestplate.name
blockarmor:planks.fireproof.2_2_leggings, item.planks.fireproof.2_2_leggings.name
blockarmor:planks.fireproof.2_2_boots, item.planks.fireproof.2_2_boots.name
blockarmor:planks.fireproof.2_3_helmet, item.planks.fireproof.2_3_helmet.name
blockarmor:planks.fireproof.2_3_chestplate, item.planks.fireproof.2_3_chestplate.name
blockarmor:planks.fireproof.2_3_leggings, item.planks.fireproof.2_3_leggings.name
blockarmor:planks.fireproof.2_3_boots, item.planks.fireproof.2_3_boots.name
blockarmor:iron_bordered_cobblestone_helmet, item.iron_bordered_cobblestone_helmet.name
blockarmor:iron_bordered_cobblestone_chestplate, item.iron_bordered_cobblestone_chestplate.name
blockarmor:iron_bordered_cobblestone_leggings, item.iron_bordered_cobblestone_leggings.name
blockarmor:iron_bordered_cobblestone_boots, item.iron_bordered_cobblestone_boots.name
blockarmor:gold_bordered_cobblestone_helmet, item.gold_bordered_cobblestone_helmet.name
blockarmor:gold_bordered_cobblestone_chestplate, item.gold_bordered_cobblestone_chestplate.name
blockarmor:gold_bordered_cobblestone_leggings, item.gold_bordered_cobblestone_leggings.name
blockarmor:gold_bordered_cobblestone_boots, item.gold_bordered_cobblestone_boots.name
blockarmor:diamond_bordered_cobblestone_helmet, item.diamond_bordered_cobblestone_helmet.name
blockarmor:diamond_bordered_cobblestone_chestplate, item.diamond_bordered_cobblestone_chestplate.name
blockarmor:diamond_bordered_cobblestone_leggings, item.diamond_bordered_cobblestone_leggings.name
blockarmor:diamond_bordered_cobblestone_boots, item.diamond_bordered_cobblestone_boots.name
blockarmor:emerald_bordered_cobblestone_helmet, item.emerald_bordered_cobblestone_helmet.name
blockarmor:emerald_bordered_cobblestone_chestplate, item.emerald_bordered_cobblestone_chestplate.name
blockarmor:emerald_bordered_cobblestone_leggings, item.emerald_bordered_cobblestone_leggings.name
blockarmor:emerald_bordered_cobblestone_boots, item.emerald_bordered_cobblestone_boots.name
blockarmor:quartz_bordered_cobblestone_helmet, item.quartz_bordered_cobblestone_helmet.name
blockarmor:quartz_bordered_cobblestone_chestplate, item.quartz_bordered_cobblestone_chestplate.name
blockarmor:quartz_bordered_cobblestone_leggings, item.quartz_bordered_cobblestone_leggings.name
blockarmor:quartz_bordered_cobblestone_boots, item.quartz_bordered_cobblestone_boots.name
blockarmor:terra_catalyst_helmet, item.terra_catalyst_helmet.name
blockarmor:terra_catalyst_chestplate, item.terra_catalyst_chestplate.name
blockarmor:terra_catalyst_leggings, item.terra_catalyst_leggings.name
blockarmor:terra_catalyst_boots, item.terra_catalyst_boots.name
blockarmor:dreamrock_helmet, item.dreamrock_helmet.name
blockarmor:dreamrock_chestplate, item.dreamrock_chestplate.name
blockarmor:dreamrock_leggings, item.dreamrock_leggings.name
blockarmor:dreamrock_boots, item.dreamrock_boots.name
blockarmor:mana_lapis_block_helmet, item.mana_lapis_block_helmet.name
blockarmor:mana_lapis_block_chestplate, item.mana_lapis_block_chestplate.name
blockarmor:mana_lapis_block_leggings, item.mana_lapis_block_leggings.name
blockarmor:mana_lapis_block_boots, item.mana_lapis_block_boots.name
blockarmor:elven_lapis_block_helmet, item.elven_lapis_block_helmet.name
blockarmor:elven_lapis_block_chestplate, item.elven_lapis_block_chestplate.name
blockarmor:elven_lapis_block_leggings, item.elven_lapis_block_leggings.name
blockarmor:elven_lapis_block_boots, item.elven_lapis_block_boots.name
blockarmor:elvenwood_log_helmet, item.elvenwood_log_helmet.name
blockarmor:elvenwood_log_chestplate, item.elvenwood_log_chestplate.name
blockarmor:elvenwood_log_leggings, item.elvenwood_log_leggings.name
blockarmor:elvenwood_log_boots, item.elvenwood_log_boots.name
blockarmor:gaiasteel_block_helmet, item.gaiasteel_block_helmet.name
blockarmor:gaiasteel_block_chestplate, item.gaiasteel_block_chestplate.name
blockarmor:gaiasteel_block_leggings, item.gaiasteel_block_leggings.name
blockarmor:gaiasteel_block_boots, item.gaiasteel_block_boots.name
blockarmor:decorativesolidwood_0_helmet, item.decorativesolidwood_0_helmet.name
blockarmor:decorativesolidwood_0_chestplate, item.decorativesolidwood_0_chestplate.name
blockarmor:decorativesolidwood_0_leggings, item.decorativesolidwood_0_leggings.name
blockarmor:decorativesolidwood_0_boots, item.decorativesolidwood_0_boots.name
blockarmor:decorativesolidwood_1_helmet, item.decorativesolidwood_1_helmet.name
blockarmor:decorativesolidwood_1_chestplate, item.decorativesolidwood_1_chestplate.name
blockarmor:decorativesolidwood_1_leggings, item.decorativesolidwood_1_leggings.name
blockarmor:decorativesolidwood_1_boots, item.decorativesolidwood_1_boots.name
blockarmor:decorativesolidwood_2_helmet, item.decorativesolidwood_2_helmet.name
blockarmor:decorativesolidwood_2_chestplate, item.decorativesolidwood_2_chestplate.name
blockarmor:decorativesolidwood_2_leggings, item.decorativesolidwood_2_leggings.name
blockarmor:decorativesolidwood_2_boots, item.decorativesolidwood_2_boots.name
blockarmor:angelblock_helmet, item.angelblock_helmet.name
blockarmor:angelblock_chestplate, item.angelblock_chestplate.name
blockarmor:angelblock_leggings, item.angelblock_leggings.name
blockarmor:angelblock_boots, item.angelblock_boots.name
blockarmor:cursedearth_helmet, item.cursedearth_helmet.name
blockarmor:cursedearth_chestplate, item.cursedearth_chestplate.name
blockarmor:cursedearth_leggings, item.cursedearth_leggings.name
blockarmor:cursedearth_boots, item.cursedearth_boots.name
blockarmor:redstoneclock_helmet, item.redstoneclock_helmet.name
blockarmor:redstoneclock_chestplate, item.redstoneclock_chestplate.name
blockarmor:redstoneclock_leggings, item.redstoneclock_leggings.name
blockarmor:redstoneclock_boots, item.redstoneclock_boots.name
blockarmor:compressedcobblestone_0_helmet, item.compressedcobblestone_0_helmet.name
blockarmor:compressedcobblestone_0_chestplate, item.compressedcobblestone_0_chestplate.name
blockarmor:compressedcobblestone_0_leggings, item.compressedcobblestone_0_leggings.name
blockarmor:compressedcobblestone_0_boots, item.compressedcobblestone_0_boots.name
blockarmor:compressedcobblestone_1_helmet, item.compressedcobblestone_1_helmet.name
blockarmor:compressedcobblestone_1_chestplate, item.compressedcobblestone_1_chestplate.name
blockarmor:compressedcobblestone_1_leggings, item.compressedcobblestone_1_leggings.name
blockarmor:compressedcobblestone_1_boots, item.compressedcobblestone_1_boots.name
blockarmor:compressedcobblestone_2_helmet, item.compressedcobblestone_2_helmet.name
blockarmor:compressedcobblestone_2_chestplate, item.compressedcobblestone_2_chestplate.name
blockarmor:compressedcobblestone_2_leggings, item.compressedcobblestone_2_leggings.name
blockarmor:compressedcobblestone_2_boots, item.compressedcobblestone_2_boots.name
blockarmor:compressedcobblestone_3_helmet, item.compressedcobblestone_3_helmet.name
blockarmor:compressedcobblestone_3_chestplate, item.compressedcobblestone_3_chestplate.name
blockarmor:compressedcobblestone_3_leggings, item.compressedcobblestone_3_leggings.name
blockarmor:compressedcobblestone_3_boots, item.compressedcobblestone_3_boots.name
blockarmor:compressedcobblestone_4_helmet, item.compressedcobblestone_4_helmet.name
blockarmor:compressedcobblestone_4_chestplate, item.compressedcobblestone_4_chestplate.name
blockarmor:compressedcobblestone_4_leggings, item.compressedcobblestone_4_leggings.name
blockarmor:compressedcobblestone_4_boots, item.compressedcobblestone_4_boots.name
blockarmor:compressedcobblestone_5_helmet, item.compressedcobblestone_5_helmet.name
blockarmor:compressedcobblestone_5_chestplate, item.compressedcobblestone_5_chestplate.name
blockarmor:compressedcobblestone_5_leggings, item.compressedcobblestone_5_leggings.name
blockarmor:compressedcobblestone_5_boots, item.compressedcobblestone_5_boots.name
blockarmor:compressedcobblestone_6_helmet, item.compressedcobblestone_6_helmet.name
blockarmor:compressedcobblestone_6_chestplate, item.compressedcobblestone_6_chestplate.name
blockarmor:compressedcobblestone_6_leggings, item.compressedcobblestone_6_leggings.name
blockarmor:compressedcobblestone_6_boots, item.compressedcobblestone_6_boots.name
blockarmor:compressedcobblestone_7_helmet, item.compressedcobblestone_7_helmet.name
blockarmor:compressedcobblestone_7_chestplate, item.compressedcobblestone_7_chestplate.name
blockarmor:compressedcobblestone_7_leggings, item.compressedcobblestone_7_leggings.name
blockarmor:compressedcobblestone_7_boots, item.compressedcobblestone_7_boots.name
blockarmor:compresseddirt_0_helmet, item.compresseddirt_0_helmet.name
blockarmor:compresseddirt_0_chestplate, item.compresseddirt_0_chestplate.name
blockarmor:compresseddirt_0_leggings, item.compresseddirt_0_leggings.name
blockarmor:compresseddirt_0_boots, item.compresseddirt_0_boots.name
blockarmor:compresseddirt_1_helmet, item.compresseddirt_1_helmet.name
blockarmor:compresseddirt_1_chestplate, item.compresseddirt_1_chestplate.name
blockarmor:compresseddirt_1_leggings, item.compresseddirt_1_leggings.name
blockarmor:compresseddirt_1_boots, item.compresseddirt_1_boots.name
blockarmor:compresseddirt_2_helmet, item.compresseddirt_2_helmet.name
blockarmor:compresseddirt_2_chestplate, item.compresseddirt_2_chestplate.name
blockarmor:compresseddirt_2_leggings, item.compresseddirt_2_leggings.name
blockarmor:compresseddirt_2_boots, item.compresseddirt_2_boots.name
blockarmor:compresseddirt_3_helmet, item.compresseddirt_3_helmet.name
blockarmor:compresseddirt_3_chestplate, item.compresseddirt_3_chestplate.name
blockarmor:compresseddirt_3_leggings, item.compresseddirt_3_leggings.name
blockarmor:compresseddirt_3_boots, item.compresseddirt_3_boots.name
blockarmor:compressedsand_0_helmet, item.compressedsand_0_helmet.name
blockarmor:compressedsand_0_chestplate, item.compressedsand_0_chestplate.name
blockarmor:compressedsand_0_leggings, item.compressedsand_0_leggings.name
blockarmor:compressedsand_0_boots, item.compressedsand_0_boots.name
blockarmor:compressedsand_1_helmet, item.compressedsand_1_helmet.name
blockarmor:compressedsand_1_chestplate, item.compressedsand_1_chestplate.name
blockarmor:compressedsand_1_leggings, item.compressedsand_1_leggings.name
blockarmor:compressedsand_1_boots, item.compressedsand_1_boots.name
blockarmor:compressedgravel_0_helmet, item.compressedgravel_0_helmet.name
blockarmor:compressedgravel_0_chestplate, item.compressedgravel_0_chestplate.name
blockarmor:compressedgravel_0_leggings, item.compressedgravel_0_leggings.name
blockarmor:compressedgravel_0_boots, item.compressedgravel_0_boots.name
blockarmor:compressedgravel_1_helmet, item.compressedgravel_1_helmet.name
blockarmor:compressedgravel_1_chestplate, item.compressedgravel_1_chestplate.name
blockarmor:compressedgravel_1_leggings, item.compressedgravel_1_leggings.name
blockarmor:compressedgravel_1_boots, item.compressedgravel_1_boots.name
blockarmor:compressednetherrack_0_helmet, item.compressednetherrack_0_helmet.name
blockarmor:compressednetherrack_0_chestplate, item.compressednetherrack_0_chestplate.name
blockarmor:compressednetherrack_0_leggings, item.compressednetherrack_0_leggings.name
blockarmor:compressednetherrack_0_boots, item.compressednetherrack_0_boots.name
blockarmor:compressednetherrack_1_helmet, item.compressednetherrack_1_helmet.name
blockarmor:compressednetherrack_1_chestplate, item.compressednetherrack_1_chestplate.name
blockarmor:compressednetherrack_1_leggings, item.compressednetherrack_1_leggings.name
blockarmor:compressednetherrack_1_boots, item.compressednetherrack_1_boots.name
blockarmor:compressednetherrack_2_helmet, item.compressednetherrack_2_helmet.name
blockarmor:compressednetherrack_2_chestplate, item.compressednetherrack_2_chestplate.name
blockarmor:compressednetherrack_2_leggings, item.compressednetherrack_2_leggings.name
blockarmor:compressednetherrack_2_boots, item.compressednetherrack_2_boots.name
blockarmor:compressednetherrack_3_helmet, item.compressednetherrack_3_helmet.name
blockarmor:compressednetherrack_3_chestplate, item.compressednetherrack_3_chestplate.name
blockarmor:compressednetherrack_3_leggings, item.compressednetherrack_3_leggings.name
blockarmor:compressednetherrack_3_boots, item.compressednetherrack_3_boots.name
blockarmor:compressednetherrack_4_helmet, item.compressednetherrack_4_helmet.name
blockarmor:compressednetherrack_4_chestplate, item.compressednetherrack_4_chestplate.name
blockarmor:compressednetherrack_4_leggings, item.compressednetherrack_4_leggings.name
blockarmor:compressednetherrack_4_boots, item.compressednetherrack_4_boots.name
blockarmor:compressednetherrack_5_helmet, item.compressednetherrack_5_helmet.name
blockarmor:compressednetherrack_5_chestplate, item.compressednetherrack_5_chestplate.name
blockarmor:compressednetherrack_5_leggings, item.compressednetherrack_5_leggings.name
blockarmor:compressednetherrack_5_boots, item.compressednetherrack_5_boots.name
blockarmor:decorativesolid_0_helmet, item.decorativesolid_0_helmet.name
blockarmor:decorativesolid_0_chestplate, item.decorativesolid_0_chestplate.name
blockarmor:decorativesolid_0_leggings, item.decorativesolid_0_leggings.name
blockarmor:decorativesolid_0_boots, item.decorativesolid_0_boots.name
blockarmor:decorativesolid_1_helmet, item.decorativesolid_1_helmet.name
blockarmor:decorativesolid_1_chestplate, item.decorativesolid_1_chestplate.name
blockarmor:decorativesolid_1_leggings, item.decorativesolid_1_leggings.name
blockarmor:decorativesolid_1_boots, item.decorativesolid_1_boots.name
blockarmor:decorativesolid_2_helmet, item.decorativesolid_2_helmet.name
blockarmor:decorativesolid_2_chestplate, item.decorativesolid_2_chestplate.name
blockarmor:decorativesolid_2_leggings, item.decorativesolid_2_leggings.name
blockarmor:decorativesolid_2_boots, item.decorativesolid_2_boots.name
blockarmor:decorativesolid_3_helmet, item.decorativesolid_3_helmet.name
blockarmor:decorativesolid_3_chestplate, item.decorativesolid_3_chestplate.name
blockarmor:decorativesolid_3_leggings, item.decorativesolid_3_leggings.name
blockarmor:decorativesolid_3_boots, item.decorativesolid_3_boots.name
blockarmor:decorativesolid_4_helmet, item.decorativesolid_4_helmet.name
blockarmor:decorativesolid_4_chestplate, item.decorativesolid_4_chestplate.name
blockarmor:decorativesolid_4_leggings, item.decorativesolid_4_leggings.name
blockarmor:decorativesolid_4_boots, item.decorativesolid_4_boots.name
blockarmor:decorativesolid_5_helmet, item.decorativesolid_5_helmet.name
blockarmor:decorativesolid_5_chestplate, item.decorativesolid_5_chestplate.name
blockarmor:decorativesolid_5_leggings, item.decorativesolid_5_leggings.name
blockarmor:decorativesolid_5_boots, item.decorativesolid_5_boots.name
blockarmor:decorativesolid_6_helmet, item.decorativesolid_6_helmet.name
blockarmor:decorativesolid_6_chestplate, item.decorativesolid_6_chestplate.name
blockarmor:decorativesolid_6_leggings, item.decorativesolid_6_leggings.name
blockarmor:decorativesolid_6_boots, item.decorativesolid_6_boots.name
blockarmor:decorativesolid_7_helmet, item.decorativesolid_7_helmet.name
blockarmor:decorativesolid_7_chestplate, item.decorativesolid_7_chestplate.name
blockarmor:decorativesolid_7_leggings, item.decorativesolid_7_leggings.name
blockarmor:decorativesolid_7_boots, item.decorativesolid_7_boots.name
blockarmor:decorativesolid_8_helmet, item.decorativesolid_8_helmet.name
blockarmor:decorativesolid_8_chestplate, item.decorativesolid_8_chestplate.name
blockarmor:decorativesolid_8_leggings, item.decorativesolid_8_leggings.name
blockarmor:decorativesolid_8_boots, item.decorativesolid_8_boots.name
blockarmor:decorativeglass_0_helmet, item.decorativeglass_0_helmet.name
blockarmor:decorativeglass_0_chestplate, item.decorativeglass_0_chestplate.name
blockarmor:decorativeglass_0_leggings, item.decorativeglass_0_leggings.name
blockarmor:decorativeglass_0_boots, item.decorativeglass_0_boots.name
blockarmor:decorativeglass_1_helmet, item.decorativeglass_1_helmet.name
blockarmor:decorativeglass_1_chestplate, item.decorativeglass_1_chestplate.name
blockarmor:decorativeglass_1_leggings, item.decorativeglass_1_leggings.name
blockarmor:decorativeglass_1_boots, item.decorativeglass_1_boots.name
